id,name,theme,base_color,secondary_color,accent_style,neutral_tone,description,is_sunburst_exclusive,product_sku,created_at
c_csv_345_5857,Sunburst 058-4 New Growth Green,Deep Botanical Forest,#ACE1BC,#D1EEDA,#6F927A,#F2FAF4,Professional coordinating Sunburst color palette featuring 058-4 New Growth Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-CAME-144,2026-06-10T18:33:15.857Z
c_csv_346_5857,Sunburst 058-5 Sassy Spring,Deep Botanical Forest,#77C68F,#B4DFC1,#4D805C,#EAF6EE,Professional coordinating Sunburst color palette featuring 058-5 Sassy Spring. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-FILL-160,2026-06-10T18:33:15.857Z
c_csv_347_5857,Sunburst 058-6 Par Three,Deep Botanical Forest,#35914B,#8FC29C,#225E30,#E0EEE4,Professional coordinating Sunburst color palette featuring 058-6 Par Three. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-FILL-161,2026-06-10T18:33:15.857Z
c_csv_348_5857,Sunburst 059-1 Green Ghost,Deep Botanical Forest,#E3EDDF,#EFF5ED,#939A90,#FAFCFA,Professional coordinating Sunburst color palette featuring 059-1 Green Ghost. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-GALL-164,2026-06-10T18:33:15.857Z
c_csv_349_5857,Sunburst 059-2 Pale Leaf,Deep Botanical Forest,#D8E7D7,#E9F1E9,#8C968B,#F9FBF9,Professional coordinating Sunburst color palette featuring 059-2 Pale Leaf. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-META-166,2026-06-10T18:33:15.857Z
c_csv_350_5857,Sunburst 059-3 Pistachio Pudding,Deep Botanical Forest,#CCDFCA,#E2EDE1,#849083,#F7FAF7,Professional coordinating Sunburst color palette featuring 059-3 Pistachio Pudding. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-META-167,2026-06-10T18:33:15.857Z
c_csv_351_5857,Sunburst 059-4 Oak Savanna,Deep Botanical Forest,#B5D1B8,#D6E5D7,#758777,#F3F8F4,Professional coordinating Sunburst color palette featuring 059-4 Oak Savanna. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXM-168,2026-06-10T18:33:15.857Z
c_csv_352_5857,Sunburst 059-5 Sea Grass,Deep Botanical Forest,#87A68C,#BDCEBF,#576B5B,#EDF1ED,Professional coordinating Sunburst color palette featuring 059-5 Sea Grass. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXM-169,2026-06-10T18:33:15.857Z
c_csv_353_5857,Sunburst 059-6 Primeval Forest,Deep Botanical Forest,#5A6E52,#A4AF9F,#3A4735,#E6E9E5,Professional coordinating Sunburst color palette featuring 059-6 Primeval Forest. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXN-170,2026-06-10T18:33:15.857Z
c_csv_354_5857,Sunburst 060-1 Great White,Deep Botanical Forest,#DDEADA,#ECF3EA,#8F988D,#F9FBF9,Professional coordinating Sunburst color palette featuring 060-1 Great White. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-NEWZ-171,2026-06-10T18:33:15.857Z
c_csv_355_5857,Sunburst 060-2 Forestville,Deep Botanical Forest,#CBE0C5,#E2EDDF,#839180,#F7FAF6,Professional coordinating Sunburst color palette featuring 060-2 Forestville. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-NEWZ-172,2026-06-10T18:33:15.857Z
c_csv_356_5857,Sunburst 060-3 Isle of Youth,Deep Botanical Forest,#B6D0B3,#D6E5D5,#768774,#F4F7F3,Professional coordinating Sunburst color palette featuring 060-3 Isle of Youth. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-OSPH-173,2026-06-10T18:33:15.857Z
c_csv_357_5857,Sunburst 060-4 Jade Jest,Deep Botanical Forest,#A6BEA1,#CEDBCB,#6B7B68,#F1F5F0,Professional coordinating Sunburst color palette featuring 060-4 Jade Jest. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PAIN-177,2026-06-10T18:33:15.857Z
c_csv_358_5857,Sunburst 060-5 Prairie View,Deep Botanical Forest,#83A07C,#BACAB6,#556850,#ECF0EB,Professional coordinating Sunburst color palette featuring 060-5 Prairie View. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PAIN-178,2026-06-10T18:33:15.857Z
c_csv_359_5857,Sunburst 060-6 Peas in a Pod,Deep Botanical Forest,#5D704E,#A5B09D,#3C4832,#E6E9E4,Professional coordinating Sunburst color palette featuring 060-6 Peas in a Pod. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PLAS-180,2026-06-10T18:33:15.857Z
c_csv_360_5857,Sunburst 061-1 Country Spring,Deep Botanical Forest,#E3EEDF,#EFF5ED,#939A90,#FAFCFA,Professional coordinating Sunburst color palette featuring 061-1 Country Spring. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-RED-188,2026-06-10T18:33:15.857Z
c_csv_361_5857,Sunburst 061-2 Dashing Dana,Deep Botanical Forest,#DAEAD8,#EAF3E9,#8D988C,#F9FBF9,Professional coordinating Sunburst color palette featuring 061-2 Dashing Dana. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TEST-199,2026-06-10T18:33:15.857Z
c_csv_362_5857,Sunburst 061-3 Elegant Impression,Deep Botanical Forest,#CEE5CD,#E4F0E3,#859485,#F7FBF7,Professional coordinating Sunburst color palette featuring 061-3 Elegant Impression. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-THIN-201,2026-06-10T18:33:15.857Z
c_csv_363_5857,Sunburst 061-4 Garden View,Deep Botanical Forest,#B3D5B3,#D5E7D5,#748A74,#F3F8F3,Professional coordinating Sunburst color palette featuring 061-4 Garden View. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TOUC-202,2026-06-10T18:33:15.857Z
c_csv_364_5857,Sunburst 061-5 Into the Garden,Deep Botanical Forest,#87AC84,#BDD1BB,#576F55,#EDF2EC,Professional coordinating Sunburst color palette featuring 061-5 Into the Garden. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TRAF-203,2026-06-10T18:33:15.857Z
c_csv_365_5857,Sunburst 061-6 St.Francis Heights,Deep Botanical Forest,#617F52,#A8B89F,#3F5235,#E7EBE5,Professional coordinating Sunburst color palette featuring 061-6 St.Francis Heights. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TRAF-205,2026-06-10T18:33:15.857Z
c_csv_366_5857,Sunburst 062-1 Corrine,Deep Botanical Forest,#EDF2E3,#F5F7EF,#9A9D93,#FCFDFA,Professional coordinating Sunburst color palette featuring 062-1 Corrine. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TROP-206,2026-06-10T18:33:15.857Z
c_csv_367_5857,Sunburst 062-2 Early Spring,Deep Botanical Forest,#DDEDD5,#ECF5E7,#8F9A8A,#F9FCF8,Professional coordinating Sunburst color palette featuring 062-2 Early Spring. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TROP-207,2026-06-10T18:33:15.857Z
c_csv_368_5857,Sunburst 062-3 Evesham Vale,Deep Botanical Forest,#C9E5C3,#E1F0DE,#82947E,#F6FBF6,Professional coordinating Sunburst color palette featuring 062-3 Evesham Vale. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-UB5G-208,2026-06-10T18:33:15.857Z
c_csv_369_5857,Sunburst 062-4 Garden Pathway,Deep Botanical Forest,#B7DCB2,#D7EBD4,#768F73,#F4F9F3,Professional coordinating Sunburst color palette featuring 062-4 Garden Pathway. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-UBTA-209,2026-06-10T18:33:15.857Z
c_csv_370_5857,Sunburst 062-5 Inch Worm,Deep Botanical Forest,#8CB881,#BFD7B9,#5B7753,#EDF4EC,Professional coordinating Sunburst color palette featuring 062-5 Inch Worm. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-UBTA-210,2026-06-10T18:33:15.857Z
c_csv_371_5857,Sunburst 062-6 Heritage Garden,Deep Botanical Forest,#4F8044,#9EB998,#33532C,#E4EBE2,Professional coordinating Sunburst color palette featuring 062-6 Heritage Garden. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-ZEAL-216,2026-06-10T18:33:15.857Z
c_csv_372_5857,Sunburst 063-1 Cool Garden,Deep Botanical Forest,#EBF1E0,#F4F7ED,#989C91,#FCFCFA,Professional coordinating Sunburst color palette featuring 063-1 Cool Garden. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-2000-101,2026-06-10T18:33:15.857Z
c_csv_373_5857,Sunburst 063-2 Glimpse of Green,Deep Botanical Forest,#E5F0D9,#F0F6EA,#949C8D,#FBFCF9,Professional coordinating Sunburst color palette featuring 063-2 Glimpse of Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-2000-102,2026-06-10T18:33:15.857Z
c_csv_374_5857,Sunburst 063-3 Country Green,Deep Botanical Forest,#D6EBC6,#E8F4DF,#8B9880,#F8FCF6,Professional coordinating Sunburst color palette featuring 063-3 Country Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-2000-103,2026-06-10T18:33:15.857Z
c_csv_375_5857,Sunburst 063-4 Garden Escape,Deep Botanical Forest,#B5DFA5,#D6EDCD,#75906B,#F3FAF1,Professional coordinating Sunburst color palette featuring 063-4 Garden Escape. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3001-105,2026-06-10T18:33:15.857Z
c_csv_376_5857,Sunburst 063-5 Going Green,Deep Botanical Forest,#97CE85,#C5E4BB,#628556,#EFF7EC,Professional coordinating Sunburst color palette featuring 063-5 Going Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3211-106,2026-06-10T18:33:15.857Z
c_csv_377_5857,Sunburst 063-6 Erin Go Bragh,Deep Botanical Forest,#53A240,#A0CB95,#356929,#E5F1E2,Professional coordinating Sunburst color palette featuring 063-6 Erin Go Bragh. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3215-107,2026-06-10T18:33:15.857Z
c_csv_378_5857,Sunburst 064-1 Clarica,Deep Botanical Forest,#F1F4E3,#F7F8EF,#9C9E93,#FCFDFA,Professional coordinating Sunburst color palette featuring 064-1 Clarica. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3221-108,2026-06-10T18:33:15.857Z
c_csv_379_5857,Sunburst 064-2 Chinese Pistachio,Deep Botanical Forest,#ECEFD7,#F4F6E9,#999B8B,#FCFCF9,Professional coordinating Sunburst color palette featuring 064-2 Chinese Pistachio. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3225-109,2026-06-10T18:33:15.857Z
c_csv_380_5857,Sunburst 064-3 Citrus Twist,Deep Botanical Forest,#E8EFCF,#F2F6E4,#969B86,#FBFCF7,Professional coordinating Sunburst color palette featuring 064-3 Citrus Twist. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3PCP-111,2026-06-10T18:33:15.857Z
c_csv_381_5857,Sunburst 064-4 Fair Maiden,Deep Botanical Forest,#D1E7B2,#E5F1D4,#879673,#F8FBF3,Professional coordinating Sunburst color palette featuring 064-4 Fair Maiden. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-400C-114,2026-06-10T18:33:15.857Z
c_csv_382_5857,Sunburst 064-5 Favorite Plant,Deep Botanical Forest,#AAD481,#D0E7B9,#6E8953,#F2F8EC,Professional coordinating Sunburst color palette featuring 064-5 Favorite Plant. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-400C-115,2026-06-10T18:33:15.857Z
c_csv_383_5857,Sunburst 064-6 Fresh Cut Grass,Deep Botanical Forest,#76AD3C,#B3D193,#4C7027,#EAF2E1,Professional coordinating Sunburst color palette featuring 064-6 Fresh Cut Grass. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-400W-116,2026-06-10T18:33:15.857Z
c_csv_384_5857,Sunburst 065-1 Teeny Bit Green,Deep Botanical Forest,#ECEFDD,#F4F6EC,#999B8F,#FCFCF9,Professional coordinating Sunburst color palette featuring 065-1 Teeny Bit Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-400W-117,2026-06-10T18:33:15.857Z
c_csv_385_5857,Sunburst 065-2 Pistachio Pie,Deep Botanical Forest,#E7EED8,#F1F5E9,#969A8C,#FBFCF9,Professional coordinating Sunburst color palette featuring 065-2 Pistachio Pie. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-421C-118,2026-06-10T18:33:15.857Z
c_csv_386_5857,Sunburst 065-3 Adam's Apple,Deep Botanical Forest,#DAE8C4,#EAF2DE,#8D967F,#F9FBF6,Professional coordinating Sunburst color palette featuring 065-3 Adam's Apple. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-421C-119,2026-06-10T18:33:15.857Z
c_csv_387_5857,Sunburst 065-4 Garden Inspiration,Deep Botanical Forest,#CBDFB4,#E2EDD5,#839075,#F7FAF3,Professional coordinating Sunburst color palette featuring 065-4 Garden Inspiration. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-4221-120,2026-06-10T18:33:15.857Z
c_csv_388_5857,Sunburst 065-5 Gathering Moss,Deep Botanical Forest,#A0BF85,#CADBBB,#687C56,#F0F5EC,Professional coordinating Sunburst color palette featuring 065-5 Gathering Moss. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-422W-121,2026-06-10T18:33:15.857Z
c_csv_389_5857,Sunburst 065-6 Hanging Vine,Deep Botanical Forest,#708D47,#B0C099,#485B2E,#E9EDE3,Professional coordinating Sunburst color palette featuring 065-6 Hanging Vine. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-4231-122,2026-06-10T18:33:15.857Z
c_csv_390_5857,Sunburst 066-1 Ellora,Deep Botanical Forest,#ECF0DE,#F4F6EC,#999C90,#FCFCFA,Professional coordinating Sunburst color palette featuring 066-1 Ellora. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-423W-123,2026-06-10T18:33:15.857Z
c_csv_391_5857,Sunburst 066-2 Soft Green,Deep Botanical Forest,#E2EAD6,#EFF3E8,#92988B,#FAFBF8,Professional coordinating Sunburst color palette featuring 066-2 Soft Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-4231-124,2026-06-10T18:33:15.857Z
c_csv_392_5857,Sunburst 066-3 Grass Edge,Deep Botanical Forest,#CCDABC,#E2EADA,#848D7A,#F7F9F4,Professional coordinating Sunburst color palette featuring 066-3 Grass Edge. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-5GAL-126,2026-06-10T18:33:15.857Z
c_csv_393_5857,Sunburst 066-4 Endless Day,Deep Botanical Forest,#BCCCAD,#DAE2D1,#7A8470,#F4F7F2,Professional coordinating Sunburst color palette featuring 066-4 Endless Day. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-621-127,2026-06-10T18:33:15.857Z
c_csv_394_5857,Sunburst 066-5 Veggie Green,Deep Botanical Forest,#819869,#B9C6AC,#536244,#ECEFE8,Professional coordinating Sunburst color palette featuring 066-5 Veggie Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-622-128,2026-06-10T18:33:15.857Z
c_csv_395_5857,Sunburst 066-6 Putting Green,Deep Botanical Forest,#60774B,#A7B49C,#3E4D30,#E7EAE4,Professional coordinating Sunburst color palette featuring 066-6 Putting Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-6225-129,2026-06-10T18:33:15.857Z
c_csv_396_5857,Sunburst 067-1 Soft Jade,Deep Botanical Forest,#E4E6D2,#F0F1E6,#949588,#FAFBF8,Professional coordinating Sunburst color palette featuring 067-1 Soft Jade. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8211-130,2026-06-10T18:33:15.857Z
c_csv_397_5857,Sunburst 067-2 Soft Celery,Deep Botanical Forest,#D9DDC5,#EAECDF,#8D8F80,#F9F9F6,Professional coordinating Sunburst color palette featuring 067-2 Soft Celery. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8215-131,2026-06-10T18:33:15.857Z
c_csv_398_5857,Sunburst 067-3 Sage Blossom,Deep Botanical Forest,#CDD4B5,#E3E7D6,#858975,#F7F8F3,Professional coordinating Sunburst color palette featuring 067-3 Sage Blossom. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8231-132,2026-06-10T18:33:15.857Z
c_csv_399_5857,Sunburst 067-4 Terra Vale,Deep Botanical Forest,#B3BB9B,#D5D9C8,#747964,#F3F4F0,Professional coordinating Sunburst color palette featuring 067-4 Terra Vale. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8235-133,2026-06-10T18:33:15.857Z
c_csv_400_5857,Sunburst 067-5 Point Pleasant,Deep Botanical Forest,#A1A988,#CBCFBD,#686D58,#F0F2ED,Professional coordinating Sunburst color palette featuring 067-5 Point Pleasant. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900C-134,2026-06-10T18:33:15.857Z
c_csv_401_5857,Sunburst 067-6 Natura,Deep Botanical Forest,#6F7350,#AFB29E,#484A34,#E9EAE4,Professional coordinating Sunburst color palette featuring 067-6 Natura. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900W-135,2026-06-10T18:33:15.857Z
c_csv_402_5857,Sunburst 068-1 Elegant Attitude,Deep Botanical Forest,#F2F2E1,#F7F7EE,#9D9D92,#FDFDFA,Professional coordinating Sunburst color palette featuring 068-1 Elegant Attitude. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900C-136,2026-06-10T18:33:15.857Z
c_csv_403_5857,Sunburst 068-2 Garden of Light,Deep Botanical Forest,#E5ECD1,#F0F4E5,#949987,#FBFCF8,Professional coordinating Sunburst color palette featuring 068-2 Garden of Light. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900W-137,2026-06-10T18:33:15.857Z
c_csv_404_5857,Sunburst 068-3 Grasshopper Wing,Deep Botanical Forest,#DAE4C0,#EAF0DC,#8D947C,#F9FAF5,Professional coordinating Sunburst color palette featuring 068-3 Grasshopper Wing. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-ADDC-139,2026-06-10T18:33:15.857Z
c_csv_405_5857,Sunburst 068-4 Vista of Spring,Deep Botanical Forest,#BEC996,#DBE1C5,#7B8261,#F5F6EF,Professional coordinating Sunburst color palette featuring 068-4 Vista of Spring. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-ADDC-140,2026-06-10T18:33:15.857Z
c_csv_406_5857,Sunburst 068-5 Apple Annie,Deep Botanical Forest,#8F9F5B,#C1CAA4,#5C673B,#EEF0E6,Professional coordinating Sunburst color palette featuring 068-5 Apple Annie. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-CAME-143,2026-06-10T18:33:15.857Z
c_csv_407_5857,Sunburst 068-6 Wild Garden,Deep Botanical Forest,#7F8C48,#B8BF9A,#525B2E,#EBEDE3,Professional coordinating Sunburst color palette featuring 068-6 Wild Garden. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-CAME-144,2026-06-10T18:33:15.857Z
c_csv_408_5857,Sunburst 069-1 Clarity,Deep Botanical Forest,#F4F3DE,#F8F8EC,#9E9D90,#FDFDFA,Professional coordinating Sunburst color palette featuring 069-1 Clarity. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-FILL-160,2026-06-10T18:33:15.857Z
c_csv_409_5857,Sunburst 069-2 Lime Right,Deep Botanical Forest,#EEF0CD,#F5F6E3,#9A9C85,#FCFCF7,Professional coordinating Sunburst color palette featuring 069-2 Lime Right. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-FILL-161,2026-06-10T18:33:15.857Z
c_csv_410_5857,Sunburst 069-3 Spring Ring,Deep Botanical Forest,#E5EDBA,#F0F5D9,#949A78,#FBFCF4,Professional coordinating Sunburst color palette featuring 069-3 Spring Ring. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-GALL-164,2026-06-10T18:33:15.857Z
c_csv_411_5857,Sunburst 069-4 Bursting with Taste,Deep Botanical Forest,#D4E29A,#E7EFC7,#899264,#F8FAEF,Professional coordinating Sunburst color palette featuring 069-4 Bursting with Taste. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-META-166,2026-06-10T18:33:15.857Z
c_csv_412_5857,Sunburst 069-5 Sweet Summer,Deep Botanical Forest,#ACCA56,#D1E1A2,#6F8337,#F2F7E5,Professional coordinating Sunburst color palette featuring 069-5 Sweet Summer. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-META-167,2026-06-10T18:33:15.857Z
c_csv_413_5857,Sunburst 069-6 Joyful Green,Deep Botanical Forest,#8BB529,#BFD689,#5A751A,#EDF3DE,Professional coordinating Sunburst color palette featuring 069-6 Joyful Green. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXM-168,2026-06-10T18:33:15.857Z
c_csv_414_5857,Sunburst 070-1 Pear Tint,Solar Amber Goldlands,#F2F0DC,#F7F6EB,#9D9C8F,#FDFCF9,Professional coordinating Sunburst color palette featuring 070-1 Pear Tint. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXM-169,2026-06-10T18:33:15.857Z
c_csv_415_5857,Sunburst 070-2 Soft Lime,Solar Amber Goldlands,#E8ECC9,#F2F4E1,#969982,#FBFCF6,Professional coordinating Sunburst color palette featuring 070-2 Soft Lime. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXN-170,2026-06-10T18:33:15.857Z
c_csv_416_5857,Sunburst 070-3 Melon Mist,Solar Amber Goldlands,#DCE4B3,#EBF0D5,#8F9474,#F9FAF3,Professional coordinating Sunburst color palette featuring 070-3 Melon Mist. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-NEWZ-171,2026-06-10T18:33:15.857Z
c_csv_417_5857,Sunburst 070-4 Key Lime,Solar Amber Goldlands,#CED99C,#E4EAC8,#858D65,#F7F9F0,Professional coordinating Sunburst color palette featuring 070-4 Key Lime. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-NEWZ-172,2026-06-10T18:33:15.857Z
c_csv_418_5857,Sunburst 070-5 Summer Salad,Solar Amber Goldlands,#A8B95E,#CFD8A6,#6D783D,#F1F4E6,Professional coordinating Sunburst color palette featuring 070-5 Summer Salad. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-OSPH-173,2026-06-10T18:33:15.857Z
c_csv_419_5857,Sunburst 070-6 Green Scene,Solar Amber Goldlands,#899F3D,#BECA94,#596727,#EDF0E1,Professional coordinating Sunburst color palette featuring 070-6 Green Scene. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PAIN-177,2026-06-10T18:33:15.857Z
c_csv_420_5857,Sunburst 071-1 Diamond Hill,Solar Amber Goldlands,#EEEDD8,#F5F5E9,#9A9A8C,#FCFCF9,Professional coordinating Sunburst color palette featuring 071-1 Diamond Hill. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PAIN-178,2026-06-10T18:33:15.857Z
c_csv_421_5857,Sunburst 071-2 Desert Willow,Solar Amber Goldlands,#DCDDB8,#EBECD7,#8F8F77,#F9F9F4,Professional coordinating Sunburst color palette featuring 071-2 Desert Willow. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PLAS-180,2026-06-10T18:33:15.857Z
c_csv_422_5857,Sunburst 071-3 Green Twig,Solar Amber Goldlands,#D3D6AB,#E6E8D0,#898B6F,#F8F8F2,Professional coordinating Sunburst color palette featuring 071-3 Green Twig. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-RED-188,2026-06-10T18:33:15.857Z
c_csv_423_5857,Sunburst 071-4 Dillweed,Solar Amber Goldlands,#C6C598,#DFDFC6,#808062,#F6F6EF,Professional coordinating Sunburst color palette featuring 071-4 Dillweed. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TEST-199,2026-06-10T18:33:15.857Z
c_csv_424_5857,Sunburst 071-5 Desert Saguaro,Solar Amber Goldlands,#ADAF7C,#D1D3B6,#707150,#F2F3EB,Professional coordinating Sunburst color palette featuring 071-5 Desert Saguaro. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-THIN-201,2026-06-10T18:33:15.857Z
c_csv_425_5858,Sunburst 071-6 Conifer Forest,Solar Amber Goldlands,#87864F,#BDBC9E,#575733,#EDECE4,Professional coordinating Sunburst color palette featuring 071-6 Conifer Forest. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TOUC-202,2026-06-10T18:33:15.858Z
c_csv_426_5858,Sunburst 072-1 Blooming Great,Solar Amber Goldlands,#EFEFD6,#F6F6E8,#9B9B8B,#FCFCF8,Professional coordinating Sunburst color palette featuring 072-1 Blooming Great. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TRAF-203,2026-06-10T18:33:15.858Z
c_csv_427_5858,Sunburst 072-2 Soft Summer,Solar Amber Goldlands,#ECEECF,#F4F5E4,#999A86,#FCFCF7,Professional coordinating Sunburst color palette featuring 072-2 Soft Summer. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TRAF-205,2026-06-10T18:33:15.858Z
c_csv_428_5858,Sunburst 072-3 My Pleasure,Solar Amber Goldlands,#E0E5BC,#EDF0DA,#91947A,#FAFBF4,Professional coordinating Sunburst color palette featuring 072-3 My Pleasure. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TROP-206,2026-06-10T18:33:15.858Z
c_csv_429_5858,Sunburst 072-4 Barefoot Grass,Solar Amber Goldlands,#CBD198,#E2E5C6,#838762,#F7F8EF,Professional coordinating Sunburst color palette featuring 072-4 Barefoot Grass. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TROP-207,2026-06-10T18:33:15.858Z
c_csv_430_5858,Sunburst 072-5 Big Mossy Lake,Solar Amber Goldlands,#B8C37F,#D7DEB8,#777E52,#F4F6EB,Professional coordinating Sunburst color palette featuring 072-5 Big Mossy Lake. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-UB5G-208,2026-06-10T18:33:15.858Z
